park_name,postcode,website,staticcaravanparks_url,telephone,no_pitches,pitch_fees,season_pitches_box_found,data_source,county,town,region,region_fallback_used,status,chain
Flints Caravan Park,FY5 5LR,,,,,,,master_parks_working.csv (no website on file),Lancashire,"Wyre, unparished area",North West,yes,no website found,
Fold House Caravan Park,PR3 6SJ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Pilling,North West,no,no website found,
Forest of Pendle Leisure Park,BB9 6NR,,,,,,,master_parks_working.csv (no website on file),Lancashire,Roughlee Booth,North West,no,no website found,
Garstang Marina,PR3 0JJ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Nateby,North West,no,no website found,
Glade Caravan Park,LA6 1AE,,,,,,,master_parks_working.csv (no website on file),Lancashire,Over Kellet,North West,no,no website found,
Glasson Marina Caravan Park,LA2 0BP,,,,,,,master_parks_working.csv (no website on file),Lancashire,Thurnham,North West,yes,no website found,
Glenfield Leisure Park,PR3 6HE,,,,,,,reconciled from raw listings - never in reference/classification data,Lancashire,,,,listings,
Greendales Farm,LA3 3LH,,,,,,,master_parks_working.csv (no website on file),Lancashire,Middleton,North West,no,no website found,
Greenfield Park,PR4 1UA,,,,,,,master_parks_working.csv (no website on file),Lancashire,Freckleton,North West,no,no website found,
Hagans Leisure Park,PR3 3SY,,,,,,,master_parks_working.csv (no website on file),Lancashire,Longridge,North West,no,no website found,
Harwood Bar Holiday Park,BB6 7UQ,,,,,,,master_parks_working.csv (no website on file),Lancashire,"Hyndburn, unparished area",North West,no,no website found,
Hawthorne Caravan Park,LA3 3LL,,,,,,,master_parks_working.csv (no website on file),Lancashire,Middleton,North West,no,no website found,
High Compley Caravan Park,FY6 8AR,,,,,,,master_parks_working.csv (no website on file),Lancashire,"Wyre, unparished area",North West,no,no website found,
Hunting Hill Caravan Park,LA5 9JP,,,,,,,master_parks_working.csv (no website on file),Lancashire,Carnforth,North West,no,no website found,
Hurst Lea Caravan Park,PR3 0YP,,,,,,,master_parks_working.csv (no website on file),Lancashire,Little Eccleston-with-Larbreck,North West,no,no website found,
Kneps Farm Holiday Park,FY5 5LR,,,,,,,master_parks_working.csv (no website on file),Lancashire,"Wyre, unparished area",North West,yes,no website found,
Larbreck Gardens Caravan Park,PR3 0XA,,,,,,,master_parks_working.csv (no website on file),Lancashire,Great Eccleston,North West,no,no website found,
Larbreck Hall Caravan Park,PR3 0XS,,,,,,,master_parks_working.csv (no website on file),Lancashire,Little Eccleston-with-Larbreck,North West,no,no website found,
Launds Field Caravan Park,LA2 0JZ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Ellel,North West,no,no website found,
Low Greenlands Caravan Park,LA6 1JQ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Priest Hutton,North West,no,no website found,
Maaruig Caravan Park,FY6 0HB,,,,,,,master_parks_working.csv (no website on file),Lancashire,Preesall,North West,no,no website found,
Marina Caravan Park,LA2 0BP,,,,,,,master_parks_working.csv (no website on file),Lancashire,Thurnham,North West,yes,no website found,
McCarthy Caravan Parks,LA6 1AN,,,,,,,master_parks_working.csv (no website on file),Lancashire,Arkholme-with-Cawood,North West,no,no website found,
Meadow View Caravan Park,LA6 1HB,,,,,,,master_parks_working.csv (no website on file),Lancashire,Nether Kellet,North West,no,no website found,
Meadowcroft Caravan Park,PR3 0ZQ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Little Eccleston-with-Larbreck,North West,no,no website found,
Midwood Caravan Park,PR3 6SD,,,,,,,master_parks_working.csv (no website on file),Lancashire,Pilling,North West,no,no website found,
Moor Lane Leisure Park,PR8 3NZ,,,,,,,master_parks_working.csv (no website on file),Lancashire,"Sefton, unparished area",North West,no,no website found,
New Brows Farm,LA3 3LL,,,,,,,master_parks_working.csv (no website on file),Lancashire,Middleton,North West,no,no website found,
New Parkside Caravan Park,LA2 9HH,,,,,,,master_parks_working.csv (no website on file),Lancashire,Quernmore,North West,no,no website found,
North Country Leisure Park,FY5 5LR,,,,,,,master_parks_working.csv (no website on file),Lancashire,"Wyre, unparished area",North West,yes,no website found,
Northside Caravan Park,LA6 1AA,,,,,,,reconciled from raw listings - never in reference/classification data,Lancashire,Carnforth,North West,no,listings,
Oaklands Caravan Park,PR4 1AH,,,,,,,master_parks_working.csv (no website on file),Lancashire,Bryning-with-Warton,North West,no,no website found,
Ocean Edge Caravan Park,FY7 8JY,,,,,,,master_parks_working.csv (no website on file),Lancashire,Fleetwood,North West,yes,no website found,
Old Glasson Caravan Park,LA2 0AU,,,,,,,master_parks_working.csv (no website on file),Lancashire,Thurnham,North West,yes,no website found,
Partingtons Holiday Centre,FY7 8JX,,,,,,,master_parks_working.csv (no website on file),Lancashire,Fleetwood,North West,no,no website found,
Peel Hill Farm Caravan Park,FY4 5JP,,,,,,,master_parks_working.csv (no website on file),Lancashire,Westby-with-Plumptons,North West,no,no website found,
Pendle Valley Caravan Park,BB9 6NT,,,,,,,master_parks_working.csv (no website on file),Lancashire,Roughlee Booth,North West,no,no website found,
Plex Moss Lane Caravan Park,PR8 3NZ,,,,,,,master_parks_working.csv (no website on file),Lancashire,"Sefton, unparished area",North West,no,no website found,
Pool Brow Caravan Park,FY6 8LY,,,,,,,master_parks_working.csv (no website on file),Lancashire,Singleton,North West,no,no website found,
Primrose Bank Caravan Park,PR4 3JJ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Weeton-with-Preese,North West,no,no website found,
Queensgate Caravan Park,PR3 0ZQ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Little Eccleston-with-Larbreck,North West,no,no website found,
Rawcliffe Hall Country Club amd Caravan Park,PR3 6TQ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Out Rawcliffe,North West,no,no website found,
Red Bank Farm,LA5 8JR,,,,,,,master_parks_working.csv (no website on file),Lancashire,Bolton-le-Sands,North West,no,no website found,
Red Lion Bridge Caravan Park,L40 8HQ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Scarisbrick,North West,no,no website found,
Redwell Park,LA6 1BQ,,,,,,,reconciled from raw listings - never in reference/classification data,Lancashire,,,,listings,
Regent Leisure Park,LA3 3DF,,,,,,,master_parks_working.csv (no website on file),Lancashire,Morecambe,North West,no,no website found,
Ribbleside Caravan Park,PR3 3XU,,,,,,,master_parks_working.csv (no website on file),Lancashire,Salesbury,North West,no,no website found,
Ribby Hall Holiday Village,PR4 2PR,,,,,,,master_parks_working.csv (no website on file),Lancashire,Ribby-with-Wrea,North West,no,no website found,
River Wyre Caravan Park,FY6 7LF,,,,,,,master_parks_working.csv (no website on file),Lancashire,Singleton,North West,no,no website found,
Riverside Caravan Park,LA3 3ER,,,,,,,master_parks_working.csv (no website on file),Lancashire,Heaton-with-Oxcliffe,North West,no,no website found,
Riverside Leisure Park,PR9 8FB,,,,,,,master_parks_working.csv (no website on file),Lancashire,,,,no website found,
Riverside Touring and Holiday Park,PR9 8DF,,,,,,,master_parks_working.csv (no website on file),Lancashire,North Meols,North West,no,no website found,
Robins Bank Holiday Park,FY6 9DX,,,,,,,master_parks_working.csv (no website on file),Lancashire,Stalmine-with-Staynall,North West,yes,no website found,
Rosegrove Caravan Park,FY6 0HB,,,,,,,master_parks_working.csv (no website on file),Lancashire,Preesall,North West,no,no website found,
Rowanwater,PR3 0TD,,,,,,,master_parks_working.csv (no website on file),Lancashire,Upper Rawcliffe-with-Tarnacre,North West,no,no website found,
Sea View Caravan Park,PR4 1TD,,,,,,,master_parks_working.csv (no website on file),Lancashire,Bryning-with-Warton,North West,no,no website found,
Shireburne Park,BB7 3LB,,,,,,,master_parks_working.csv (no website on file),Lancashire,Waddington,North West,no,no website found,
Shorefields Caravan Park,LA3 3LL,,,,,,,master_parks_working.csv (no website on file),Lancashire,Middleton,North West,no,no website found,
Sportsmans Caravan Park,FY6 0JG,,,,,,,master_parks_working.csv (no website on file),Lancashire,Stalmine-with-Staynall,North West,yes,no website found,
Stubbins Vale Caravan Park,BB7 9FS,,,,,,,master_parks_working.csv (no website on file),Lancashire,Sabden,North West,no,no website found,
Summerville Caravan park,LA4 4NB,,,,,,,master_parks_working.csv (no website on file),Lancashire,Morecambe,North West,yes,no website found,
Sunnyside Caravan Park,PR3 0RE,,,,,,,master_parks_working.csv (no website on file),Lancashire,Myerscough and Bilsborrow,North West,no,no website found,
Sunset Park Holiday Village,FY6 9EQ,,,,,,,reconciled from raw listings - never in reference/classification data,Lancashire,,,,listings,
The Bungalow Leisure Park,LA3 3EH,,,,,,,master_parks_working.csv (no website on file),Lancashire,Heaton-with-Oxcliffe,North West,no,no website found,
The Glade Caravan Park,LA6 1FE,,,,,,,master_parks_working.csv (no website on file),Lancashire,Over Kellet,North West,no,no website found,
The Heads Holiday Home Park,FY6 0JG,,,,,,,master_parks_working.csv (no website on file),Lancashire,Stalmine-with-Staynall,North West,yes,no website found,
Thornfield Holiday Camp,FY3 0BW,,,,,,,master_parks_working.csv (no website on file),Lancashire,Staining,North West,no,no website found,
Three Rivers Park,BB7 3JG,,,,,,,master_parks_working.csv (no website on file),Lancashire,West Bradford,North West,no,no website found,
Twyn Ghyll Leisure Park,BB7 4JD,,,,,,,master_parks_working.csv (no website on file),Lancashire,Paythorne,North West,no,no website found,
Underbarrow Lodge Park,LA8 8HQ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Underbarrow and Bradleyfield,North West,no,no website found,
Venture Caravan Park,LA4 4TQ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Morecambe,North West,no,no website found,
Whalley Villa Caravan Park,FY4 4PL,,,,,,,master_parks_working.csv (no website on file),Lancashire,"Blackpool, unparished area",North West,no,no website found,
Wharf Cottage Holiday Caravan Park,PR3 1AA,,,,,,,master_parks_working.csv (no website on file),Lancashire,Cabus,North West,no,no website found,
Willow Grove Caravan Park,FY6 0EJ,,,,,,,master_parks_working.csv (no website on file),Lancashire,Preesall,North West,no,no website found,
Near Moss Farm Leisure,LA2 0ER,,,,,,,master_parks_working.csv (no website on file),Lancashire,Cockerham,North West,no,no website found,
Elm Farm Caravan Park,LE17 4LR,,,,,,,master_parks_working.csv (no website on file),Leicestershire,Bitteswell with Bittesby,Central England,no,no website found,
Frisby Lakes Country Park,LE14 3TL,,,,,,,master_parks_working.csv (no website on file),Leicestershire,Asfordby,Central England,no,no website found,
Nevada Park,LE13 0JD,,,,,,,master_parks_working.csv (no website on file),Leicestershire,"Melton, unparished area",Central England,no,no website found,
Proctors Pleasure Park,LE12 8QF,,,,,,,master_parks_working.csv (no website on file),Leicestershire,Barrow upon Soar,Central England,no,no website found,
St Christophers Park,LE67 1FQ,,,,,,,master_parks_working.csv (no website on file),Leicestershire,Ellistown and Battleflat,Central England,no,no website found,
Arnold Laver Leisure,PE25 1LU,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Ashfield Park,DN17 2AN,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ashby Parkland,Yorkshire and Humber,no,no website found,
Barkham Arms Caravan Park,PE24 4JR,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Wainfleet St Mary,Central England,no,no website found,
Beach Site Caravan Park,LN11 7RP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skidbrooke with Saltfleet Haven,Central England,no,no website found,
Beechways Caravan Park,PE24 5QT,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Blenheim Caravan Park,PE25 1EW,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Blue Anchor Leisure Ltd,PE24 5TR,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Braemar Caravan Park,LN4 3PD,https://www.braemarcaravanpark.co.uk,,,,,,classify_new_batch.py (not in original reference table),Lincolnshire,,,,no sales found,
Brickyard Farm,LN4 3RG,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Timberland,Central England,no,no website found,
Bridge Farm Caravan Site,PE24 4TS,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Hogsthorpe,Central England,no,no website found,
Butlins Skyline Caravan Park,PE25 1NJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Chapel Fields Holiday Park,PE24 5UA,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Crossways Site,YO25 8TY,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skipsea,Yorkshire and Humber,no,no website found,
Dainville Caravan Park,PE25 1EW,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Duncannon Caravan Park,PE25 1JL,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
East Midland Sun Folk,LN1 2JT,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Newton on Trent,Central England,no,no website found,
Eastfields Leisure Park,PE24 5UX,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Eastgate Caravan Park,PE25 1RH,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Epperstone Caravan Park,DN36 4EP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Humberston,Yorkshire and Humber,no,no website found,
Epworth Fields Holiday Park,DN9 1JA,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Epworth,Yorkshire and Humber,no,no website found,
Faulkers Lakes,PE24 5HW,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Burgh le Marsh,Central England,no,no website found,
Foremans Bridge Caravan Park,PE12 0HU,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Sutton St James,Central England,no,no website found,
Garden City Ltd,PE25 1QR,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Gattington Park,LN4 4XA,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Coningsby,Central England,no,no website found,
Glen Park,PE25 1PG,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Golden Acres Caravan Park,PE25 1NJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Grange Park,DN17 3PP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Messingham,Yorkshire and Humber,no,no website found,
Greenfield Caravan Site,LN12 2PU,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Mablethorpe and Sutton,Central England,yes,no website found,
Greenfield Park,PE25 2RA,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Griftville Camp,PE24 5TU,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Gunby Lakes,PE23 5SL,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Orby,Central England,no,no website found,
Halfway House,PE24 4UF,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Burgh le Marsh,Central England,no,no website found,
Happy Days Beach Field,PE24 5TU,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Happy Days Holiday Homes,PE24 5TU,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Happy Days Seaside Holiday Park,LN12 2PH,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Mablethorpe and Sutton,Central England,yes,no website found,
Hardys Caravan Park,PE25 1PG,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Hazelwood Ski World,LN6 9BW,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Thorpe on the Hill,Central England,no,no website found,
Herons Mead Camping Park,PE24 5HZ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Orby,Central England,no,no website found,
Highfields and Haven Caravan Park,PE25 2RJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Hillview Lakes Caravan Park,PE24 5NR,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Hogsthorpe,Central England,yes,no website found,
Hollands Caravan Park Ltd,PE24 4PW,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Thorpe St. Peter,Central England,no,no website found,
Holly Farm Park Country Park,LN4 4JP,https://www.hollyfarmpark.co.uk,,,,,,classify_new_batch.py (not in original reference table),Lincolnshire,,,,blocked,
Humber Bridge Water Ski Club,DN19 7HA,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Barrow upon Humber,Yorkshire and Humber,no,no website found,
Ingoldale Caravan Park,PE25 1LL,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Jacksons Caravan Park,PE25 2RJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
King Oak Caravan Park,PE24 5UA,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Kings Chalet and Caravan Park,PE24 5UA,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Kings Wood Caravan Park,LN11 7RP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skidbrooke with Saltfleet Haven,Central England,no,no website found,
Kirkstead Bridge Holiday Park,LN10 6XX,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Martin,Central England,no,no website found,
Kirkstead Holiday Park,LN12 2QD,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Mablethorpe and Sutton,Central England,yes,no website found,
Lakeside Leisure,PE24 5TU,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Lakeside Park,LN11 7RB,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,North Somercotes,Central England,no,no website found,
Laver Leisure Golden Sands Ltd,PE25 1LX,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Laver Sealands Caravan Park,PE25 1JU,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Lincoln Park,PE24 5TR,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Little Haven Caravan Park,PE24 5QZ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Lowfields Country Holiday Park,LN6 9EN,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,North Scarle,Central England,no,no website found,
Lynwood Caravan Park,PE24 5TR,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Maltby Le Marsh Caravan Park,LN13 0JS,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Maltby le Marsh,Central England,no,no website found,
Manor Farm Caravan Site,PE25 1HY,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,no,no website found,
Marina View,LN4 4UT,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Coningsby,Central England,no,no website found,
Marine Park Holiday Park,PE25 1RH,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Meadowlands Lodge Park,PE23 5PP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Great Steeping,Central England,no,no website found,
Midville Caravan Park,PE22 8HW,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,New Leake,Central England,no,no website found,
Mill Hill Caravan Site,PE25 1NA,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Nelson Villa Caravan Park,PE24 5RJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Nettleton Caravan Park,LN7 6JQ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Nettleton,Central England,no,no website found,
New Inn Caravan Park,LN11 7RZ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skidbrooke with Saltfleet Haven,Central England,no,no website found,
North Shore Caravan Park,PE25 1QZ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Old Chequers Sunset Brook Caravan Park,PE24 4PF,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Croft,Central England,no,no website found,
Orchard Caravan Park,LN4 4PZ,,,,26.0,,,master_parks_working.csv (no website on file),Lincolnshire,Dogdyke,Central England,no,no website found,
Orchard View Caravan Park,PE12 0LT,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Sutton St Edmund,Central England,no,no website found,
Parklands,PE25 1JF,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Pine Trees Leisure Park,PE24 4RE,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Croft,Central England,no,no website found,
Poplar Zareba Caravan Park,PE24 5XW,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Anderby,Central England,yes,no website found,
Promenade Caravan Park,PE25 1LJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Railway Hotel Caravan Park,LN10 6QX,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Woodhall Spa,Central England,no,no website found,
Ravenna Holiday Park,PE24 5XP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Anderby,Central England,yes,no website found,
Richmond Holiday Centre,PE25 3TQ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,no,no website found,
Robin Hood Leisure,PE24 5TR,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
Rod and Line Caravan Park,PE24 4PJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Thorpe St. Peter,Central England,no,no website found,
Roman Bank Caravan Park,PE25 1QZ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Roses Caravan Park,PE24 5XW,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Anderby,Central England,yes,no website found,
Royal Oak Caravan Park,PE25 1QP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Salt Fleet Caravan Park,LN11 7RZ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skidbrooke with Saltfleet Haven,Central England,no,no website found,
Sandhills Caravan Park,PE25 1NJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Sandifields Caravan Park,LN11 7RP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skidbrooke with Saltfleet Haven,Central England,no,no website found,
Sandy Fields Caravan Park,LN11 7RP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skidbrooke with Saltfleet Haven,Central England,no,no website found,
Sandyfields Holiday Park,LN11 7RP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skidbrooke with Saltfleet Haven,Central England,no,no website found,
Seafields Caravan Site,PE25 1HZ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Sealands Caravan Park,PE25 1JU,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Seaside Holiday Village,LN12 2PE,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Mablethorpe and Sutton,Central England,yes,no website found,
Seaways Caravan Site,PE25 1HS,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Seymour Caravan Park,PE24 5LN,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Burgh le Marsh,Central England,no,no website found,
Silver Beach Caravan Park,PE25 1LX,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Silver Birches Holiday Park,DN18 5BA,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Barton,Yorkshire and Humber,no,no website found,
Skegness Sands,PE25 1QZ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
Skegness Water Leisure Park,PE25 1JF,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Springs Estate Lincs Ltd,LN12 2PZ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Mablethorpe and Sutton,Central England,yes,no website found,
Summerlands Caravan Site,PE25 1HY,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,no,no website found,
Sunkist Caravan Park,PE24 5XW,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Anderby,Central England,yes,no website found,
Sunny Croft Caravan Park,PE25 1JE,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Sunnymeade Camp,PE25 1LH,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Sunny-Ridge,LN13 9JR,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Mumby,Central England,no,no website found,
Sunny-Ridge Caravan Park,PE25 1JZ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Swan Lake Country Park,PE24 4NJ,https://swanlakecountrypark.co.uk/,,,,,,classify_new_batch.py (not in original reference table),Lincolnshire,,,,no sales found,
Sycamore Farm Park Ltd,PE24 5HN,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Burgh le Marsh,Central England,no,no website found,
Sycamore Park,PE24 5LN,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Burgh le Marsh,Central England,no,no website found,
Taggs Caravan Park,PE25 2ER,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,no,no website found,
Tallington Lakes Caravan Park,PE9 4RJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Tallington,Central England,no,no website found,
The Beeches Caravan Park,PE24 5UA,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Chapel St. Leonards,Central England,yes,no website found,
The Dunes Holiday Estate,LN12 1QH,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Mablethorpe and Sutton,Central England,yes,no website found,
The Haven Caravan Park,PE25 2RJ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skegness,Central England,yes,no website found,
The Old Chequers Inn Caravan Park,PE24 4PF,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Croft,Central England,no,no website found,
The Wagon and Horses Caravan Park,LN11 8JQ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Reston,Central England,no,no website found,
The Willows Caravan Park,LN13 0JS,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Maltby le Marsh,Central England,no,no website found,
The Wolds Holiday Park,PE25 1LX,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
Thorpe Park Holiday Centre,DN35 0PW,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,"North East Lincolnshire, unparished area",Yorkshire and Humber,yes,no website found,
Toft Farm Caravan Park,PE22 9HG,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Wrangle,Central England,no,no website found,
Tuxworth Caravan Site,LN11 7RP,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Skidbrooke with Saltfleet Haven,Central England,no,no website found,
Vale View,NG32 2FN,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Allington,Central England,no,no website found,
Walnutlakes Lodges and Camping Park,PE20 2LQ,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Algarkirk,Central England,no,no website found,
Water Leisure Park,PE25 1JF,,,,,,,master_parks_working.csv (no website on file),Lincolnshire,Ingoldmells,Central England,yes,no website found,
